PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
307906829,23044792,0,2023-03-27T09:10:00,"1200 Block Pemberton St Pittsburgh, PA 15212",N,Brighton Heights,1,99,9999 9999 - (Misc. Incident): ,2708,1,1,-80.0329190597221,40.482836588753
307911245,23044804,6,2023-03-26T17:00:00,"3200 Block Bainton St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT FROM AUTO,3934 Theft from Vehicle / 4106 Access Device Fraud,2715,,,,
307913442,23044807,10,2023-03-25T13:30:00,"2600 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,HARRASSMENT,2709 Harassment (Non-Specific),2615,6,1,-80.0084753978896,40.4711463843223
307920208,23041799,10,2023-03-21T21:45:00,"Hornaday Rd & Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance,2902,4,3,-79.9864908070422,40.3946297345909
306139385,23033861,10,2023-03-06T15:15:00,"E Carson St & Hot Metal St Pittsburgh, PA 15203",N,South Side Flats,3,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,1609,3,3,-79.9645313890194,40.425423673597
306144786,23033920,99,2023-03-06T20:07:00,"1400 Block Fallowfield Ave Pittsburgh, PA 15216",N,Beechview,6,AIDED CASE,9497 Aided Case,1916,4,5,-80.0241731447721,40.4142751274823
306156258,23033465,0,2023-03-05T23:28:00,"100 Block Home St Pittsburgh, PA 15201",N,Central Lawrenceville,2,99,9999 9999 - (Misc. Incident): ,901,3,3,-79.9540611915106,40.4321285558317
306158656,23033478,10,2023-03-06T00:08:00,"1000 Block Memory Mnr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,HARRASSMENT,2709(a) Harassment. / 3304 Criminal Mischief.,509,6,3,-79.9796325807069,40.4495921844513
306170331,23034125,99,2023-03-07T08:01:00,"1900 Block Clayton Ave Pittsburgh, PA 15214",N,Perry South,1,AIDED CASE,9497 Aided Case,2614,6,1,-80.0104732540602,40.461754788363
306216605,23034236,0,2023-03-07T12:10:00,"500 Block Indus St Pittsburgh, PA 15207",N,Hazelwood,4,99,9994 PFA Service,1515,,,,
-3533090201,23033804,27,2023-03-06T16:30:00,"Saw Mill Run Blvd & Crane Ave Pittsburgh, PA 15226",N,Mount Washington,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1914,4,5,-80.0145843400502,40.4170990745623
306240117,23034339,5,2023-03-07T15:15:00,"100 Block Wabash St Pittsburgh, PA 15220",N,West End,6,BURGLARY,3502 Burglary.,2019,2,5,-80.034560045639,40.4381908956961
306255693,23034453,6,2023-03-07T18:44:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 9498 302 (Mental),1115,9,2,-79.9221749446935,40.4651657848127
307766117,23043131,10,2023-03-24T11:15:00,"2200 Block Noblestown Rd Pittsburgh, PA 15205",N,Westwood,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3304 Criminal Mischief.",2811,2,5,-80.0539118407942,40.4300804399731
307770625,23043102,4,2023-03-24T10:18:00,"400 Block S Main St Pittsburgh, PA 15220",Y,West End,6,AGG-ASSAULT,2702 Aggravated Assault. / 2706 Terroristic Threats. / 2701 Simple Assault. / 907 Possessing Instruments of Crime.,2019,2,5,-80.0330943644795,40.4416856571646
307774553,23043182,0,2023-03-24T12:51:00,"Strawberry Way & Smithfield St Pittsburgh, PA 15219",Y,Central Business District,2,99,"601.11(a) Littering and Dumping; Any waste, dangerous or detrimental substance upon public property",201,6,6,-79.9972892565907,40.4421513114828
307777427,23043112,99,2023-03-24T10:45:00,"2300 Block Centre Ave Pittsburgh, PA 15219",N,Middle Hill,2,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,501,6,3,-79.9739501374565,40.4452063252642
307791130,23043203,10,2023-03-24T09:10:00,"2900 Block Sheraden Blvd Pittsburgh, PA 15204",N,Sheraden,6,SIMPLE ASSAULT,2701 Simple Assault.,2018,,,,
307797972,23043412,0,2023-03-24T19:59:00,"600 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-80.0016237646793,40.4417809547139
307802247,23043478,10,2023-03-22T12:24:00,"300 Block N Craig St Pittsburgh, PA 15213",N,North Oakland,4,HARRASSMENT,2709(a) Harassment.,507,8,3,-79.9490918148169,40.445574514372
307803227,23043500,6,2023-03-24T23:00:00,"1000 Block 5th Ave Pittsburgh, PA 15219",N,Bluff,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,103,6,3,-79.9908396644848,40.4385727798308
307803697,23043488,14,2023-03-24T23:00:00,"1400 Block 5th Ave Pittsburgh, PA 15219",N,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,6,3,-79.9863133607321,40.4383779130496
305797417,23031394,18,2023-03-02T03:52:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,East Allegheny,1,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,2304,6,6,-79.9960409452176,40.4350395659105
305800804,23031556,0,2023-03-02T11:21:00,"Fort Pitt Blvd Pittsburgh, PA 15222",N,Central Business District,2,99,9998 Overdose Other,201,6,6,-80.0077304434491,40.4392753052772
305802423,23031523,6,2023-03-02T09:45:00,"5900 Block Walnut St Pittsburgh, PA 15232",N,Shadyside,4,THEFT FROM AUTO,3934 Theft from Vehicle,705,8,2,-79.9270756531208,40.4534432603178
-3523003471,23031611,27,2023-03-02T12:45:00,"2900 Block penn  Ave Pittsburgh, PA 15201",N,Strip District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,203,7,6,-79.9741687941919,40.457857348429
305836129,23031672,6,2023-03-02T15:09:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.9221749446935,40.4651657848127
305840970,23031736,18,2023-03-02T17:54:00,"5th Ave & Van Braam St Pittsburgh, PA 15219",Y,Bluff,2,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant,103,6,3,-79.982607746098,40.4384502548059
305845528,23031748,99,2023-03-02T18:30:00,"1500 Block Alton St Pittsburgh, PA 15216",Y,Beechview,6,MENTAL 201/302,9498 302 (Mental),1916,4,5,-80.0212400542457,40.4119210949843
305846761,23031811,0,2023-03-02T19:59:00,"3000 Block Cordell Pl Pittsburgh, PA 15203",N,Arlington Heights,3,99,8106 Shots Fired / 607.03 Discharging Firearm or Airgun,1604,,,,
305861931,23031900,10,2023-03-03T00:42:00,"600 Block Delmont Ave Pittsburgh, PA 15210",Y,Beltzhoover,3,SIMPLE ASSAULT,2701 Simple Assault.,1809,3,5,-80.0041649979461,40.4172473609828
307331195,23041007,0,2023-03-20T13:45:00,"7200 Block Tioga St Pittsburgh, PA 15208",N,Homewood South,5,99,9993 PFA Service with Weapons Supplement,1303,,,,
307338242,23040976,0,2023-03-20T12:51:00,"Edith Pl Pittsburgh, PA 15213",Y,South Oakland,4,99,3503(a) Criminal Trespass,409,3,3,-79.9548876569314,40.4331373322131
307338731,23041045,0,2023-03-20T14:09:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.9799824053927,40.4435889103074
307363177,23041237,0,2023-03-20T20:45:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.9799824053927,40.4435889103074
307363231,23041238,0,2023-03-20T20:45:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.9799824053927,40.4435889103074
307364045,23041226,26,2023-03-20T20:00:00,"1700 Block Bentley Dr Pittsburgh, PA 15219",N,Crawford-Roberts,2,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,305,,,,
307372128,23041358,6,2023-03-21T04:45:00,"600 Block William Penn Pl Pittsburgh, PA 15219",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle,201,6,6,-79.9967621399402,40.4411412810082
306559448,23035991,4,2023-03-10T17:44:00,"1100 Block Highwood St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3736 Reckless Driving,2715,1,1,-80.025264385128,40.4683522189262
306563018,23036008,18,2023-03-10T18:25:00,"Sterrett St & Bennett St Pittsburgh, PA 15208",Y,Homewood South,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 3323 Stop Signs and Yield Signs. / 4524 Windshield Obstructions and Wipers. / 1301 Registration and Certificate of Title Required. / 1543 Driving While Operating Privilege is Suspended or Revoked.,1303,9,2,-79.8945052935698,40.455981344733
306568250,23036064,10,2023-03-10T21:08:00,"500 Block Grant St Pittsburgh, PA 15219",Y,Central Business District,2,HARRASSMENT,2709 Harassment (Non-Specific),201,6,6,-79.9958972105766,40.4396542222605
306571102,23036163,99,2023-03-11T02:14:00,"6th Ave & Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.9977344790324,40.4414644227404
306571400,23036100,14,2023-03-10T23:17:00,"1800 Block Forbes Ave Pittsburgh, PA 15219",N,Bluff,2,CRIM MISCHIEF,3304 Criminal Mischief.,103,6,3,-79.9813236408135,40.4373720231649
306575182,23036192,0,2023-03-11T04:07:00,"6800 Block Frankstown Ave Pittsburgh, PA 15208",N,Homewood West,5,99,9999 9999 - (Misc. Incident): ,1207,9,2,-79.9059851373518,40.4581223295946
-3571024649,23036256,14,2023-03-11T10:00:00,"200 Block Moore Ave Pittsburgh, PA 15210",N,Knoxville,3,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar) / 3503(b.1)(1)(iii) Criminal Trespass/Simple Trespasser - Defacing or Damaging the Premises",3001,3,5,-79.9904096178144,40.4113869656897
306645171,23036412,10,2023-03-11T17:16:00,"1600 Block Sterling St Pittsburgh, PA 15210",Y,South Side Slopes,3,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,1608,3,3,-79.9743487874382,40.4182259489858
307957693,23045166,18,2023-03-27T21:41:00,"Frankstown Ave & Collier St Pittsburgh, PA 15208",Y,Homewood North,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 4303 General Lighting Requirements.,1302,9,2,-79.8919053684805,40.4564009219076
-3646203196,23045406,0,2023-03-28T11:30:00,"West Liberty Ave & Pauline Ave Pittsburgh, PA 15226",N,Brookline,6,99,"9999 9999 - (Misc. Incident): A female driver believes she struck a construction vehicle, and fled the scene.  ",1917,4,5,-80.0221741146881,40.4017487219094
306553744,23035921,6,2023-03-09T17:50:00,"4000 Block Penn Ave Pittsburgh, PA 15201",N,Central Lawrenceville,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,902,7,2,-79.9579274469133,40.4651883769791
306567422,23036050,6,2023-03-10T19:35:00,"3700 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",2708,1,1,-80.0351980801124,40.483254528056
306570080,23036119,0,2023-03-11T00:27:00,"2500 Block Merwyn Ave Pittsburgh, PA 15204",N,Sheraden,6,99,8106 Shots Fired,2018,,,,
306575288,23036165,3,2023-03-11T02:27:00,"5th Ave & Gist St Pittsburgh, PA 15219",N,Bluff,2,ROBBERY,3701 Robbery. / 2701 Simple Assault. / 2705 Recklessly Endangering Another Person. / 2903 False Imprisonment. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,103,6,3,-79.9794469243515,40.438310145993
-3545212736,23036230,0,2023-03-11T08:38:00,"S 23rd St & Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): Fire investigation,1609,3,3,-79.9728562405625,40.4301356646617
306584380,23036266,99,2023-03-11T10:47:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,LOST PROPERTY,9504 Lost Property,1203,9,2,-79.9086166755192,40.4703056332591
306585871,23036276,0,2023-03-11T12:00:00,"700 Block 2ND  Ave Pittsburgh, PA 15219",N,Central Business District,2,99,9999 9999 - (Misc. Incident): SVP COMMUNITY NOTIFICATION,201,6,6,-79.9945910498533,40.4353346704734
306586972,23035890,10,2023-03-04T09:29:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a)(4) Harassment Communicates Prohibited Acts,1405,9,2,-79.8928013971768,40.4496546331193
307938325,23044958,10,2023-03-27T14:00:00,"7100 Block Mt Vernon St Pittsburgh, PA 15208",N,Homewood North,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1302,9,2,-79.8974193659496,40.4618616016294
307940058,23044980,6,2023-03-25T00:01:00,"2600 Block Centre Ave Pittsburgh, PA 15219",N,Middle Hill,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,501,6,3,-79.9683796165086,40.4465060715078
307942610,23044982,10,2023-03-27T15:24:00,"100 Block Tecumseh St Pittsburgh, PA 15207",Y,Hazelwood,4,HARRASSMENT,2709(a) Harassment.,1515,,,,
307943041,23045015,6,2023-03-26T15:55:00,"1300 Block Pritchard St Pittsburgh, PA 15204",N,Sheraden,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2022,2,5,-80.0643864883862,40.4532939536934
307945909,23045057,0,2023-03-23T00:01:00,"3200 Block Bainton St Pittsburgh, PA 15212",N,Brighton Heights,1,99,9999 9999 - (Misc. Incident): ,2703,,,,
307946389,23045049,0,2023-03-27T17:25:00,"600 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-80.0017928321911,40.4425929172081
307946845,23045059,11,2023-03-23T00:01:00,"7000 Block Lemington Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,CREDIT CARDS,4106 Access Device Fraud,1201,9,2,-79.8981879658853,40.4713865299559
307949773,23045095,99,2023-03-27T11:30:00,"Forbes Ave & Beeler St Pittsburgh, PA 15213",N,Squirrel Hill North,4,LOST PROPERTY,9504 Lost Property,1401,8,3,-79.9387990825647,40.4438896958753
307952186,23045139,6,2023-03-27T16:30:00,"1500 Block Garfield Ave Pittsburgh, PA 15212",N,Central North Side,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2503,6,1,-80.0122016385527,40.4574526744407
307953427,23045099,10,2023-03-27T19:10:00,"6200 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 3304 Criminal Mischief. / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 3503(b)(1)(i) Actual Communication,1115,8,2,-79.92259331497,40.4601393368172
307953705,23045151,26,2023-03-27T21:04:00,"1600 Block Forbes Ave Pittsburgh, PA 15219",Y,Bluff,2,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,103,6,3,-79.9838730523129,40.4373852494542
307955886,23045161,0,2023-03-27T18:40:00,"Jeffers St & Faronia St Pittsburgh, PA 15204",Y,Sheraden,6,99,3744 Duty to Give Information and Render Aid,2022,2,5,-80.0662980988868,40.4514415546327
307979003,23045290,6,2023-03-28T06:00:00,"100 Block Tecumseh St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1515,,,,
307998862,23045317,10,2023-03-26T02:00:00,"1300 Block Beechview Ave Pittsburgh, PA 15216",Y,Beechview,6,SIMPLE ASSAULT,2701 Simple Assault.,1916,4,5,-80.0253025123728,40.4162005684387
306257828,23034514,18,2023-03-07T21:20:00,"2100 Block Watson St Pittsburgh, PA 15219",Y,Bluff,2,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities,103,4,5,-79.994272916669,40.391153465776
306265899,23034537,6,2023-03-07T21:45:00,"6200 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise / 4914 False Identification to Law Enforcement Authorities",1115,8,2,-79.92259331497,40.4601393368172
-3533090225,23034564,10,2023-03-07T23:15:00,"10 Block Cedricton St Pittsburgh, PA 15210",Y,Carrick,3,HARRASSMENT,2709(a) Harassment.,2901,4,3,-79.9912512183872,40.4051980625356
306271995,23034547,14,2023-03-07T22:37:00,"200 Block S Highland Ave Pittsburgh, PA 15206",N,Shadyside,4,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 3503(a) Criminal Trespass,708,8,2,-79.9252961319403,40.4587558589122
306272238,23034560,5,2023-03-07T23:25:00,"200 Block S Highland Ave Pittsburgh, PA 15232",N,Shadyside,4,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,705,8,2,-79.9252961319403,40.4587558589122
306272847,23034596,10,2023-03-08T01:22:00,"100 Block Capital Ave Pittsburgh, PA 15226",Y,Brookline,6,SIMPLE ASSAULT,2701 Simple Assault.,1917,4,5,-80.0187664567644,40.4053580533302
306340447,23034937,27,2023-03-08T16:55:00,"Ohio River Blvd & Mckees Rocks Brg Pittsburgh, PA 15212",N,Brighton Heights,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2701,1,1,-80.0438525192105,40.4795625107137
306341066,23034904,0,2023-03-08T16:20:00,"10 Block Carrick Ave Pittsburgh, PA 15210",Y,Carrick,3,99,2709.A3 HARASSMENT - COURSE OF CONDUCT W/NO LEGIT. PURPOSE,2904,4,3,-79.9829763738338,40.3872445565486
306343840,23034936,99,2023-03-08T17:10:00,"400 Block Sweetbriar St Pittsburgh, PA 15211",N,Duquesne Heights,3,MENTAL 201/302,9498 302 (Mental),1911,2,5,-80.0225204716674,40.4357573476021
307821277,23043658,27,2023-03-25T09:19:00,"2300 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1785 Proof of Financial Responsibility Following Accident.,103,,,,
307832164,23043825,0,2023-03-25T15:43:00,"2400 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,5,99,9093 Indirect Criminal Contempt,1306,9,2,-79.8738685098333,40.4558486440838
307837116,23041631,10,2023-03-21T17:44:00,"Mountain Ave & Ormsby St Pittsburgh, PA 15210",Y,St. Clair,3,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3714 Careless Driving / 3802(a)(1) DUI - General Impairment,1606,3,3,-79.9771164087589,40.4121299052893
307846995,23044169,18,2023-03-26T01:14:00,"200 Block Atwood St Pittsburgh, PA 15213",Y,Central Oakland,4,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 9501 Bench Warrant / 3714 Careless Driving / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3111 Obedience to Traffic-Control Devices.,405,,,,
307850232,23044248,26,2023-03-26T04:30:00,"7200 Block Hermitage St Pittsburgh, PA 15208",N,Homewood North,5,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,1302,9,2,-79.8951528065961,40.4599975529862
305899065,23032083,10,2023-03-03T11:16:00,"5000 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1515,5,3,-79.9436863533923,40.4085502521902
305906170,23032102,0,2023-03-03T11:30:00,"2700 Block Sidney St Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): ,1609,,,,
305921691,23032205,10,2023-03-03T14:50:00,"200 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,201,6,6,-79.999714719076,40.4379014438903
305933964,23032277,99,2023-03-03T17:44:00,"500 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,MENTAL 201/302,9498 302 (Mental),1918,4,5,-80.0236345659771,40.3962210581181
305939430,23032340,0,2023-03-03T19:41:00,"900 Block Stanhope St Pittsburgh, PA 15204",N,Sheraden,6,99,9093 Indirect Criminal Contempt,2022,2,5,-80.0622443668545,40.457561447485
305977604,23032591,27,2023-03-04T07:30:00,"600 Block Napor Blvd Pittsburgh, PA 15205",N,Fairywood,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2808,2,5,-80.0884375592601,40.4460871761408
305992421,23032689,99,2023-03-04T12:24:00,"E North Ave & Boyle St Pittsburgh, PA 15212",N,Allegheny Center,1,FOUND PROPERTY,9489 Found Property,2204,1,1,-80.0057114103932,40.4556322338908
306002415,23032699,99,2023-03-04T12:48:00,"5500 Block Wellesley Ave Pittsburgh, PA 15206",N,Highland Park,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1102,7,2,-79.9278734866001,40.4747046259486
305690939,23030808,27,2023-03-01T07:39:00,"6000 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1115,9,2,-79.9247104221077,40.4611889439979
305773162,23031449,27,2023-03-02T08:30:00,"2900 Block Shadeland Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2715,1,1,-80.0304048905528,40.4707029348676
305906632,23032153,0,2023-03-03T13:11:00,"2500 Block Wildwood Rd Allison Park, PA 15101",N,Outside County,OSC,99,9993 PFA Service with Weapons Supplement,6699,,,-79.9684045940739,40.5938050467362
306651130,23036582,10,2023-03-11T23:30:00,"E Carson St & 12th St Pittsburgh, PA 15203",Y,South Side Flats,3,TERRORISTIC THREATS,"2706 Terroristic Threats. / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 5507(a) Obstructing highway, railroad or public passage / 3503(b.1) Criminal Trespass - Simple Trespasser",1702,3,3,-79.9864255083536,40.4287576113697
306677341,23036856,6,2023-03-12T12:30:00,"100 Block 39th St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,603,,,,
306684642,23036943,0,2023-03-12T17:40:00,"3200 Block Bainton St Pittsburgh, PA 15212",Y,Brighton Heights,1,99,9999 9999 - (Misc. Incident): ,2703,,,,
308042526,23045568,24,2023-03-28T14:30:00,"Stanwix St & Forbes Ave Pittsburgh, PA 15222",Y,Central Business District,2,DISORDERLY CONDUCT,5503 Disorderly Conduct.,201,6,6,-80.0039852160282,40.4411696792709
308061270,23045445,27,2023-03-28T12:59:00,"5800 Block centre Ave Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,705,8,2,-79.9314698462019,40.4576355164051
308062374,23045397,0,2023-03-28T20:58:00,"6500 Block Frankstown Ave Pittsburgh, PA 15206",N,Larimer,5,99,9994 PFA Service,1208,,,,
308062495,23045369,0,2023-03-28T21:18:00,"1000 Block Stoneville St Pittsburgh, PA 15221",N,Homewood North,5,99,9994 PFA Service,1301,9,2,-79.8797396571098,40.4566955631759
308089771,23045968,0,2023-03-29T12:20:00,"100 Block Tecumseh St Pittsburgh, PA 15207",N,Hazelwood,4,99,9994 PFA Service,1515,,,,
307139512,23032721,10,2023-03-03T19:15:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,NEGLECT OF CARE-DEPENDENT PERSON,2713 Neglect of Care-Dependent Person,201,6,6,-79.9960409452176,40.4350395659105
307499386,23041914,6,2023-03-22T07:32:00,"10 Block Cushman St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3745 Accidents Involving Damage to Unattended Veh.or Prop.,1807,3,5,-80.0045503966126,40.4267291197266
308007933,23045340,14,2023-03-27T19:50:00,"1100 Block Kirkbride St Pittsburgh, PA 15212",N,California-Kirkbride,1,CRIM MISCHIEF,3304 Criminal Mischief. / 3302 Causing or Risking Catastrophe.,2507,,,,
307515223,23040907,5,2023-03-20T10:49:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,3,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,1606,6,6,-79.9960409452176,40.4350395659105
307527501,23040401,10,2023-03-19T07:59:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,3,SIMPLE ASSAULT,2701 Simple Assault.,2902,6,6,-79.9960409452176,40.4350395659105
307760169,23043103,6,2023-03-23T18:26:00,"2500 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,203,7,6,-79.9798226757071,40.4539527937338
307925948,23044855,14,2023-03-27T07:40:00,"200 Block Cowan St Pittsburgh, PA 15211",N,Mount Washington,3,CRIM MISCHIEF,3304 Criminal Mischief.,1914,2,5,-80.0101541361571,40.4280244002818
305691011,23030353,10,2023-02-28T09:52:00,"500 Block Marshall Ave Pittsburgh, PA 15214",Y,Perry South,1,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,2615,6,1,-80.0166941155108,40.4710051338768
306083685,23033176,27,2023-03-05T02:00:00,"Marshall Ave & Brighton Rd Pittsburgh, PA 15214",N,Perry South,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2615,6,1,-80.0250163903379,40.4668951020182
306205991,22150671,99,2023-03-07T12:30:00,"7500 Block Bennett St Pittsburgh, PA 15208",Y,Homewood South,5,DRUG INVESTIGATION,9124 Drug Investigation,1304,9,2,-79.8922074155482,40.4552838255438
306291579,23034709,99,2023-03-08T09:30:00,"Clinton St & S 15th St Pittsburgh, PA 15203",N,South Side Slopes,3,FOUND PROPERTY,9489 Found Property,1706,3,3,-79.9836504644706,40.4250617969735
308029898,23045512,0,2023-03-28T15:15:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,99,9994 PFA Service,1106,9,2,-79.9086166755192,40.4703056332591
308036544,23045524,10,2023-03-28T15:00:00,"2300 Block Pittock St Pittsburgh, PA 15217",N,Squirrel Hill South,4,HARRASSMENT,2709(a) Harassment.,1408,5,3,-79.9208239307763,40.4314167194445
